Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá bán (VND),Thành phố chính,Tình trạng nội thất_encoded,Giấy tờ pháp lý_encoded,Loại hình_grouped,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Hướng_grouped,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Unknown,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Thành phố chính_grouped,Thành phố chính_Khác,Thành phố chính_TP.HCM,Thành phố chính_Đà Nẵng,Phường/Xã_target_encoded,Thành phố_target_encoded
Tp Hồ Chí Minh,Phường 14,65.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4.0,17.0,11.0,7.0,5.0,Nội thất đầy đủ,8999000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Hà Nội,Phường Văn Quán,40.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,6.0,3.0,4.0,Unknown,13000000000.0,Hà Nội,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,14822857142.857143,12621319905.21327
Bình Dương,Phường Thuận Giao,70.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,5.0,14.0,4.0,4.0,3.0,Nội thất cao cấp,5500000000.0,Khác,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây,False,True,False,False,False,False,False,False,Khác,True,False,False,8967000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Linh Đông (Quận Thủ Đức cũ),61.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.5,11.3,4.0,3.0,3.0,Unknown,7150000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7590476190.476191,7783372663.267783
Tp Hồ Chí Minh,Xã An Phú Tây,64.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,16.0,4.0,3.0,3.0,Hoàn thiện cơ bản,1350000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6512500000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Đông (Quận Thủ Đức cũ),60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Unknown,2900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7590476190.476191,7783372663.267783
Tp Hồ Chí Minh,Phường 2,35.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,3.4,10.0,3.0,3.0,4.0,Unknown,6500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,9077087500.0,7783372663.267783
Tp Hồ Chí Minh,Phường 10,43.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.3,10.0,2.0,2.0,1.0,Nội thất đầy đủ,4700000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường An Phú Đông,58.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.5,13.0,1.0,1.0,3.0,Unknown,2200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,9248437500.0,7783372663.267783
Tp Hồ Chí Minh,Phường 14,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,12.0,2.0,2.0,2.0,Nội thất đầy đủ,3700000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Quý,93.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.0,25.0,3.0,2.0,2.0,Nội thất đầy đủ,7900000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,8750232558.139534,7783372663.267783
Tp Hồ Chí Minh,Phường 3,16.8,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,5.0,Hoàn thiện cơ bản,2980000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6746000000.0,7783372663.267783
Hà Nội,Phường Trần Phú,40.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,4.0,10.0,4.0,4.0,5.0,Hoàn thiện cơ bản,18000000000.0,Hà Nội,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây,False,True,False,False,False,False,False,False,Hà Nội,False,False,False,9472500000.0,12621319905.21327
Tp Hồ Chí Minh,Xã Thới Tam Thôn,80.0,Nhà phố liền kề,Đã có sổ,Unknown,4.0,16.0,2.0,2.0,2.0,Nội thất cao cấp,4280000000.0000005,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5035200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 10,61.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,3.8,16.2,4.0,4.0,4.0,Hoàn thiện cơ bản,15000000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Quy,40.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,5.0,8.0,2.0,2.0,1.0,Hoàn thiện cơ bản,7500000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,9914210526.31579,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,48.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.0,3.0,2.0,3.0,Nội thất đầy đủ,4190000000.0000005,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Tp Hồ Chí Minh,Phường 13,101.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,6.0,6.0,2.0,Nội thất đầy đủ,8250000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10550155339.805826,7783372663.267783
Đồng Nai,Thị trấn Long Thành,1129.0,Nhà biệt thự,Đã có sổ,Unknown,30.0,38.0,7.0,3.0,3.0,Unknown,24000000000.0,Khác,0,4.0,Nhà biệt thự,False,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,24000000000.0,3422517857.142857
Tp Hồ Chí Minh,Phường Bình Hưng Hòa,62.3,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.35,11.5,2.0,3.0,3.0,Unknown,5000000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6354028571.428572,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thuận,61.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.4,15.0,4.0,4.0,3.0,Nội thất cao cấp,7490000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7189367346.938775,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Quý,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.5,1.0,1.0,2.0,Unknown,4650000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8750232558.139534,7783372663.267783
Hà Nội,Phường Ngọc Lâm,20.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,2.8,15.0,3.0,4.0,4.0,Nội thất đầy đủ,9300000000.0,Hà Nội,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,13380000000.0,12621319905.21327
Hà Nội,Phường Mỹ Đình 1,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,10.0,4.0,3.0,4.0,Nội thất đầy đủ,6260000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,9458571428.571428,12621319905.21327
Tp Hồ Chí Minh,Phường 15,39.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.6,11.0,2.0,2.0,2.0,Unknown,4750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Đắk Lắk,Phường Tân Lợi,100.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,5.3,19.8,1.0,1.0,1.0,Unknown,10900000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,7700000000.0,4763000000.0
Tp Hồ Chí Minh,Phường Bình Hưng Hòa,56.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,14.0,2.0,2.0,2.0,Nội thất cao cấp,6000000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6354028571.428572,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Tân,60.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.0,1.0,5.0,5.0,4.0,Nội thất cao cấp,4000000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,8632545454.545454,7783372663.267783
Tp Hồ Chí Minh,Phường 15,57.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,11.2,2.0,2.0,2.0,Unknown,5500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Tp Hồ Chí Minh,Phường 16,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.2,14.0,4.0,4.0,4.0,Nội thất cao cấp,6750000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 14,21.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,1700000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Đà Nẵng,Phường Hòa Xuân,100.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,20.0,3.0,2.0,2.0,Nội thất đầy đủ,4650000000.0,Đà Nẵng,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Đà Nẵng,False,False,True,9119416666.666666,7551963709.67742
Tp Hồ Chí Minh,Phường Hiệp Thành,28.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,8.0,2.0,2.0,1.0,Hoàn thiện cơ bản,1270000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông B,82.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,18.5,2.0,3.0,3.0,Unknown,5800000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,13358214285.714285,7783372663.267783
Tp Hồ Chí Minh,Phường Tây Thạnh,200.2,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,7.7,26.0,11.0,7.0,3.0,Unknown,48000000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9881200000.0,7783372663.267783
Bình Dương,Phường Phú Thọ,149.8,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,7.0,23.0,2.0,2.0,1.0,Nội thất cao cấp,3850000000.0,Khác,4,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,Khác,True,False,False,7293750000.0,5210152597.402597
Đà Nẵng,Phường Hòa Khánh Bắc,175.1,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,7.3,25.0,3.0,2.0,2.0,Nội thất đầy đủ,15750000000.0,Đà Nẵng,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Đà Nẵng,False,False,True,8786125000.0,7551963709.67742
Đồng Nai,Xã Bàu Trâm,100.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,5.0,19.5,2.0,2.0,3.0,Unknown,1420000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,Khác,True,False,False,1410000000.0,3422517857.142857
Tp Hồ Chí Minh,Phường Trung Mỹ Tây,164.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,9.0,18.0,11.0,3.0,3.0,Unknown,9200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6217083333.333333,7783372663.267783
Tp Hồ Chí Minh,Phường 14,65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,16.0,4.0,3.0,4.0,Nội thất cao cấp,5930000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Hà Nội,Phường Bạch Mai,32.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,7.0,4.0,5.0,Unknown,7200000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,7836666666.666667,12621319905.21327
Tây Ninh,Xã Thạnh Tây,340.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,5.0,68.0,2.0,1.0,1.0,Hoàn thiện cơ bản,340000000.0,Khác,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông,False,False,False,False,False,True,False,False,Khác,True,False,False,340000000.0,1983304347.826087
Tp Hồ Chí Minh,Phường Thạnh Xuân,80.0,"Nhà ngõ, hẻm",Đã có sổ,Đông,5.0,16.0,4.0,3.0,2.0,Nội thất cao cấp,4950000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường An Lạc,102.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,13.0,2.0,3.0,3.0,Nội thất đầy đủ,5300000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6886272727.272727,7783372663.267783
Tp Hồ Chí Minh,Phường 16,55.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.1,13.0,3.0,2.0,2.0,Nội thất cao cấp,5400000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 4,15.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,3.3,5.5,2.0,2.0,2.0,Hoàn thiện cơ bản,2580000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,8346871794.871795,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),110.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,13600000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6669954545.454545,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),108.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.7,15.0,3.0,3.0,3.0,Unknown,3950000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6815794117.6470585,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Xuân (Quận Thủ Đức cũ),70.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,3.2,22.0,4.0,2.0,3.0,Unknown,4800000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,5345476190.476191,7783372663.267783
Bình Dương,Phường Thuận Giao,300.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,10.0,30.0,2.0,2.0,3.0,Unknown,10150000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,8967000000.0,5210152597.402597
Hà Nội,Phường Ngọc Thụy,90.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Unknown,21800000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,12160000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 16,55.8,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,7.0,4.0,3.0,3.0,Unknown,5299000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Hà Nội,Phường Ngọc Lâm,35.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,350.0,10.0,3.0,4.0,5.0,Unknown,9000000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,Hà Nội,False,False,False,13380000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),55.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,4.0,Unknown,7550000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9655769230.76923,7783372663.267783
Long An,Thị trấn Đức Hòa,20.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.0,5.0,1.0,1.0,1.0,Hoàn thiện cơ bản,545000000.0,Khác,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,2148000000.0,2784731707.3170733
Tp Hồ Chí Minh,Phường Bình Trị Đông A,48.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,4700000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5390906250.0,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),16.0,"Nhà ngõ, hẻm",Đã có sổ,Bắc,3.0,5.0,2.0,1.0,2.0,Unknown,1680000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Bắc,False,False,False,False,False,False,False,False,TP.HCM,False,True,False,9655769230.76923,7783372663.267783
Tp Hồ Chí Minh,Phường 15,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,2.0,3.0,Unknown,4700000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Tp Hồ Chí Minh,Xã Xuân Thới Sơn,20.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,2.0,3.0,Nội thất đầy đủ,285000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,1633478260.8695652,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,64.0,"Nhà ngõ, hẻm",Đã có sổ,Nam,4.0,16.0,3.0,2.0,2.0,Nội thất cao cấp,6000000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Nam,True,False,False,False,False,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Hà Nội,Phường Khương Trung,35.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,4.0,5.0,Nội thất đầy đủ,7700000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,12990909090.90909,12621319905.21327
Tp Hồ Chí Minh,Phường 13,54.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,2.0,2.0,Hoàn thiện cơ bản,7300000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10550155339.805826,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông,41.0,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.0,10.0,4.0,3.0,3.0,Unknown,6500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Bắc,False,False,False,False,False,False,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Khánh Hòa,Phường Vĩnh Hòa,64.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,16.0,4.0,4.0,1.0,Nội thất cao cấp,5900000000.0,Khác,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5900000000.0,10500533333.333334
Tp Hồ Chí Minh,Phường 6,49.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,13.0,2.0,2.0,2.0,Unknown,5600000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8665153846.153847,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,52.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,13.0,3.0,4.0,4.0,Hoàn thiện cơ bản,5390000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường 16,58.9,"Nhà ngõ, hẻm",Đã có sổ,Tây,3.0,14.24,3.0,3.0,3.0,Unknown,3900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Tạo,48.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.0,2.0,2.0,2.0,Unknown,4000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6566315789.473684,7783372663.267783
